0.0000007279	0.0000436902
0.0000007280	0.0000256561
0.0000007281	-0.0000439007
0.0000007282	-0.0000220016
0.0000007283	-0.0000001043
0.0000007284	0.0000037588
0.0000007285	-0.0000142734
0.0000007286	-0.0000091214
0.0000007287	-0.0000284426
0.0000007288	0.0000449773
0.0000007289	-0.0000104103
0.0000007290	-0.0000116974
0.0000007291	-0.0000104103
0.0000007292	-0.0000413228
0.0000007293	-0.0000979993
0.0000007294	-0.0001198966
0.0000007295	-0.0001379289
0.0000007296	-0.0001752842
0.0000007297	-0.0001881644
0.0000007298	-0.0002190787
0.0000007299	-0.0002229437
0.0000007300	-0.0002680253
0.0000007301	-0.0002177898
0.0000007302	-0.0002525691
0.0000007303	-0.0002757534
0.0000007304	-0.0003504623
0.0000007305	-0.0003324300
0.0000007306	-0.0002976507
0.0000007307	-0.0003350060
0.0000007308	-0.0003195498
0.0000007309	-0.0003543273
0.0000007310	-0.0003916807
0.0000007311	-0.0003813766
0.0000007312	-0.0003994107
0.0000007313	-0.0003543273
0.0000007314	-0.0003903937
0.0000007315	-0.0004122909
0.0000007316	-0.0003942568
0.0000007317	-0.0003968328
0.0000007318	-0.0004135780
0.0000007319	-0.0004032739
0.0000007320	-0.0003775135
0.0000007321	-0.0003710724
0.0000007322	-0.0003968328
0.0000007323	-0.0003994107
0.0000007324	-0.0003311411
0.0000007325	-0.0003556143
0.0000007326	-0.0003504623
0.0000007327	-0.0003259890
0.0000007328	-0.0003015157
0.0000007329	-0.0003131088
0.0000007330	-0.0002615862
0.0000007331	-0.0002718903
0.0000007332	-0.0002100617
0.0000007333	-0.0002229437
0.0000007334	-0.0002551451
0.0000007335	-0.0002577212
0.0000007336	-0.0002409760
0.0000007337	-0.0002139267
0.0000007338	-0.0002396889
0.0000007339	-0.0002255198
0.0000007340	-0.0001868773
0.0000007341	-0.0001868773
0.0000007342	-0.0002087746
0.0000007343	-0.0002087746
0.0000007344	-0.0001907405
0.0000007345	-0.0002152137
0.0000007346	-0.0002744664
0.0000007347	-0.0002216548
0.0000007348	-0.0002371110
0.0000007349	-0.0002538562
0.0000007350	-0.0002538562
0.0000007351	-0.0002139267
0.0000007352	-0.0002693143
0.0000007353	-0.0002693143
0.0000007354	-0.0002255198
0.0000007355	-0.0002551451
0.0000007356	-0.0002937876
0.0000007357	-0.0002809074
0.0000007358	-0.0002809074
0.0000007359	-0.0002757534
0.0000007360	-0.0003362931
0.0000007361	-0.0002963636
0.0000007362	-0.0002937876
0.0000007363	-0.0002783295
0.0000007364	-0.0002886355
0.0000007365	-0.0002332479
0.0000007366	-0.0002950747
0.0000007367	-0.0002899226
0.0000007368	-0.0002538562
0.0000007369	-0.0002680253
0.0000007370	-0.0002924986
0.0000007371	-0.0002706014
0.0000007372	-0.0002177898
0.0000007373	-0.0002538562
0.0000007374	-0.0001636911
0.0000007375	-0.0002023336
0.0000007376	-0.0001701321
0.0000007377	-0.0001739953
0.0000007378	-0.0001958925
0.0000007379	-0.0001675561
0.0000007380	-0.0001237616
0.0000007381	-0.0001546741
0.0000007382	-0.0001302008
0.0000007383	-0.0001018643
0.0000007384	-0.0000928473
0.0000007385	-0.0001083035
0.0000007386	-0.0000773892
0.0000007387	-0.0000271555
0.0000007388	-0.0000593569
0.0000007389	-0.0000516288
0.0000007390	-0.0000722371
0.0000007391	-0.0000387467
0.0000007392	-0.0000761021
0.0000007393	-0.0000078343
0.0000007394	0.0000604354
0.0000007395	0.0000398252
0.0000007396	-0.0000168495
0.0000007397	-0.0000439007
0.0000007398	-0.0000116974
0.0000007399	-0.0000245795
0.0000007400	0.0000166409
0.0000007401	0.0000037588
0.0000007402	-0.0000155624
0.0000007403	0.0000063349
0.0000007404	0.0000217929
0.0000007405	0.0000424013
0.0000007406	-0.0000091214
0.0000007407	0.0000050478
0.0000007408	-0.0000529159
0.0000007409	-0.0000348836
0.0000007410	-0.0000297315
0.0000007411	-0.0000232905
0.0000007412	-0.0000670850
0.0000007413	-0.0001018643
0.0000007414	-0.0000542048
0.0000007415	-0.0000902712
0.0000007416	-0.0000864062
0.0000007417	-0.0000902712
0.0000007418	-0.0001147445
0.0000007419	-0.0001443699
0.0000007420	-0.0001997575
0.0000007421	-0.0002152137
0.0000007422	-0.0001714192
0.0000007423	-0.0001791473
0.0000007424	-0.0001920294
0.0000007425	-0.0002242308
0.0000007426	-0.0001907405
0.0000007427	-0.0001946054
0.0000007428	-0.0001881644
0.0000007429	-0.0002744664
0.0000007430	-0.0002345350
0.0000007431	-0.0002242308
0.0000007432	-0.0002190787
0.0000007433	-0.0003040917
0.0000007434	-0.0003788006
0.0000007435	-0.0003543273
0.0000007436	-0.0003208369
0.0000007437	-0.0003015157
0.0000007438	-0.0003079567
0.0000007439	-0.0003285650
0.0000007440	-0.0003311411
0.0000007441	-0.0002886355
0.0000007442	-0.0003504623
0.0000007443	-0.0003247019
0.0000007444	-0.0003350060
0.0000007445	-0.0003272779
0.0000007446	-0.0003040917
0.0000007447	-0.0002809074
0.0000007448	-0.0003401581
0.0000007449	-0.0003375821
0.0000007450	-0.0003414471
0.0000007451	-0.0003182609
0.0000007452	-0.0003182609
0.0000007453	-0.0003143959
0.0000007454	-0.0002577212
0.0000007455	-0.0002087746
0.0000007456	-0.0001430828
0.0000007457	-0.0002268068
0.0000007458	-0.0002229437
0.0000007459	-0.0002306718
0.0000007460	-0.0001662672
0.0000007461	-0.0001469459
0.0000007462	-0.0002061985
0.0000007463	-0.0001830123
0.0000007464	-0.0001430828
0.0000007465	-0.0001430828
0.0000007466	-0.0002087746
0.0000007467	-0.0001430828
0.0000007468	-0.0001572501
0.0000007469	-0.0001559630
0.0000007470	-0.0001559630
0.0000007471	-0.0001585390
0.0000007472	-0.0001868773
0.0000007473	-0.0001289137
0.0000007474	-0.0001611151
